Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
03-12-2013,1.33,1.33,1.26,1.32,1.289222131,28141,70,36280,28141,100,0.07,-0.01
02-12-2013,1.29,1.29,1.24,1.28,1.273472429,6710,19,8545,6710,100,0.05,-0.01
29-11-2013,1.34,1.34,1.22,1.29,1.299823633,3969,23,5159,3969,100,0.12,-0.05
28-11-2013,1.32,1.37,1.28,1.28,1.303218784,6431,45,8381,6431,100,0.09,-0.04
27-11-2013,1.41,1.41,1.31,1.33,1.337308348,2935,29,3925,2935,100,0.1,-0.08
26-11-2013,1.41,1.44,1.35,1.37,1.367431365,2659,13,3636,2659,100,0.09,-0.04
25-11-2013,1.44,1.44,1.4,1.41,1.417208911,13063,32,18513,13063,100,0.04,-0.03
22-11-2013,1.41,1.41,1.32,1.39,1.369992145,2546,30,3488,2546,100,0.09,-0.02
21-11-2013,1.38,1.38,1.36,1.36,1.376357241,6539,21,9000,6539,100,0.02,-0.02
20-11-2013,1.35,1.46,1.34,1.43,1.409142458,11463,64,16153,9462,82.54,0.12,0.08
19-11-2013,1.44,1.44,1.33,1.4,1.367481926,6501,26,8890,6100,93.83,0.11,-0.04
18-11-2013,1.35,1.4,1.29,1.38,1.368326396,19461,59,26629,14650,75.28,0.11,0.03
14-11-2013,1.45,1.45,1.34,1.35,1.356561546,11796,34,16002,8981,76.14,0.11,-0.1
13-11-2013,1.33,1.41,1.33,1.4,1.3954448,24719,103,34494,22500,91.02,0.08,0.07
12-11-2013,1.45,1.45,1.34,1.37,1.389261014,18363,106,25511,14433,78.6,0.11,-0.08
11-11-2013,1.38,1.39,1.34,1.39,1.388287761,13678,42,18989,13267,97,0.05,0.01
08-11-2013,1.33,1.33,1.3,1.33,1.326888048,28548,73,37880,27031,94.69,0.03,0
07-11-2013,1.27,1.27,1.27,1.27,1.269925926,6750,17,8572,6750,100,0,0
06-11-2013,1.21,1.21,1.21,1.21,1.209916435,8975,16,10859,8975,100,0,0
05-11-2013,1.16,1.16,1.16,1.16,1.159972118,34431,42,39939,34030,98.84,0,0
03-11-2013,1.11,1.11,1.11,1.11,1.11,1300,7,1443,1300,100,0,0
01-11-2013,1.06,1.06,1.04,1.06,1.058507902,13605,38,14401,13605,100,0.02,0
31-10-2013,1,1.01,0.93,1.01,0.979005052,100548,129,98437,80105,79.67,0.08,0.01
30-10-2013,1.06,1.07,0.97,0.97,0.986577816,222095,225,219114,127390,57.36,0.1,-0.09
29-10-2013,1.09,1.09,0.99,1.02,1.017195932,80426,270,81809,42506,52.85,0.1,-0.07
28-10-2013,1.08,1.09,1,1.04,1.022861108,56209,159,57494,47124,83.84,0.09,-0.04
25-10-2013,1.05,1.15,1.05,1.05,1.053361501,40235,130,42382,29975,74.5,0.1,0
24-10-2013,1.2,1.2,1.1,1.1,1.125073238,29015,46,32644,22815,78.63,0.1,-0.1
23-10-2013,1.15,1.26,1.15,1.15,1.161076949,40819,89,47394,28514,69.85,0.11,0
22-10-2013,1.21,1.3,1.19,1.2,1.216516884,48181,287,58613,37578,77.99,0.11,-0.01
21-10-2013,1.24,1.33,1.22,1.25,1.236914265,16411,188,20299,13310,81.1,0.11,0.01
18-10-2013,1.3,1.4,1.28,1.28,1.282953606,13299,109,17062,13244,99.59,0.12,-0.02
17-10-2013,1.48,1.48,1.34,1.34,1.342171717,5544,48,7441,5510,99.39,0.14,-0.14
15-10-2013,1.43,1.53,1.41,1.41,1.41312336,3810,19,5384,3507,92.05,0.12,-0.02
14-10-2013,1.43,1.55,1.42,1.48,1.431172944,8841,65,12653,7852,88.81,0.13,0.05
11-10-2013,1.55,1.56,1.42,1.49,1.470410156,20480,172,30114,12196,59.55,0.14,-0.06
10-10-2013,1.5,1.5,1.42,1.49,1.473806752,3436,22,5064,3335,97.06,0.08,-0.01
09-10-2013,1.62,1.62,1.49,1.49,1.505891873,19773,531,29776,15231,77.03,0.13,-0.13
08-10-2013,1.69,1.69,1.53,1.56,1.564402625,12647,193,19785,8073,63.83,0.16,-0.13
07-10-2013,1.66,1.66,1.52,1.61,1.589821711,8862,96,14089,4805,54.22,0.14,-0.05
04-10-2013,1.72,1.72,1.56,1.59,1.631202364,12858,125,20974,10922,84.94,0.16,-0.13
03-10-2013,1.75,1.75,1.62,1.64,1.634974533,1178,48,1926,1155,98.05,0.13,-0.11
01-10-2013,1.79,1.79,1.63,1.67,1.634362045,10855,83,17741,9225,84.98,0.16,-0.12
30-09-2013,1.78,1.78,1.64,1.71,1.644859813,535,6,880,525,98.13,0.14,-0.07
26-09-2013,1.77,1.77,1.61,1.72,1.610337972,503,4,810,502,99.8,0.16,-0.05
25-09-2013,1.85,1.85,1.69,1.69,1.705558107,6531,24,11139,6510,99.68,0.16,-0.16
24-09-2013,1.88,1.88,1.73,1.77,1.731099329,104864,54,181530,101900,97.17,0.15,-0.11
23-09-2013,1.88,1.88,1.82,1.82,1.834046193,3507,7,6432,3500,99.8,0.06,-0.06
20-09-2013,1.86,1.86,1.7,1.83,1.700191244,67453,37,114683,67453,100,0.16,-0.03
19-09-2013,1.82,1.82,1.7,1.78,1.763551402,1070,3,1887,1070,100,0.12,-0.04
18-09-2013,1.75,1.75,1.74,1.74,1.739952485,10102,5,17577,10101,99.99,0.01,-0.01
17-09-2013,1.69,1.69,1.69,1.69,1.686363636,220,6,371,110,50,0,0
16-09-2013,1.57,1.71,1.57,1.68,1.637152778,11520,72,18860,6261,54.35,0.14,0.11
13-09-2013,1.72,1.72,1.65,1.65,1.666213358,6618,38,11027,4716,71.26,0.07,-0.07
12-09-2013,1.8,1.82,1.68,1.73,1.72942036,4106,36,7101,2904,70.73,0.14,-0.07
11-09-2013,1.84,1.84,1.74,1.74,1.811513366,9502,9,17213,9502,100,0.1,-0.1
10-09-2013,1.82,1.82,1.7,1.77,1.733681342,21647,63,37529,18505,85.49,0.12,-0.05
06-09-2013,1.86,1.86,1.7,1.75,1.758300872,5391,29,9479,4852,90,0.16,-0.11
05-09-2013,1.8,1.8,1.74,1.78,1.771875,3200,14,5670,1945,60.78,0.06,-0.02
04-09-2013,1.77,1.77,1.77,1.77,1.7,10,1,17,10,100,0,0
03-09-2013,1.74,1.74,1.74,1.74,1.74,2750,8,4785,2750,100,0,0
02-09-2013,1.75,1.75,1.75,1.75,1.748571429,350,5,612,350,100,0,0
30-08-2013,1.73,1.75,1.73,1.75,1.728813559,413,10,714,412,99.76,0.02,0.02
29-08-2013,1.75,1.8,1.75,1.76,1.76818866,3986,33,7048,2200,55.19,0.05,0.01
28-08-2013,1.74,1.78,1.73,1.78,1.752466564,13683,42,23979,10350,75.64,0.05,0.04
27-08-2013,1.77,1.77,1.72,1.76,1.725409836,1464,17,2526,1459,99.66,0.05,-0.01
26-08-2013,1.76,1.76,1.75,1.75,1.753333333,300,2,526,300,100,0.01,-0.01
23-08-2013,1.76,1.76,1.73,1.75,1.741781318,6905,18,12027,6900,99.93,0.03,-0.01
22-08-2013,1.78,1.78,1.74,1.76,1.764464712,47806,48,84352,44056,92.16,0.04,-0.02
21-08-2013,1.78,1.78,1.77,1.77,1.768965517,290,11,513,290,100,0.01,-0.01
20-08-2013,1.76,1.76,1.76,1.76,1.76,600,11,1056,600,100,0,0
19-08-2013,1.74,1.74,1.69,1.74,1.70725327,4205,27,7179,200,4.76,0.05,0
16-08-2013,1.71,1.74,1.71,1.72,1.729393754,16330,55,28241,10150,62.16,0.03,0.01
14-08-2013,1.67,1.72,1.67,1.71,1.683908342,38840,60,65403,37838,97.42,0.05,0.04
13-08-2013,1.71,1.71,1.66,1.7,1.694968553,25440,93,43120,21175,83.24,0.05,-0.01
12-08-2013,1.7,1.7,1.68,1.69,1.688477516,68605,99,115838,59544,86.79,0.02,-0.01
08-08-2013,1.68,1.68,1.62,1.67,1.650956929,52982,36,87471,42819,80.82,0.06,-0.01
07-08-2013,1.67,1.67,1.61,1.65,1.629772918,5945,40,9689,3445,57.95,0.06,-0.02
06-08-2013,1.67,1.67,1.64,1.64,1.657737852,61225,52,101495,56225,91.83,0.03,-0.03
05-08-2013,1.67,1.67,1.67,1.67,1.669981061,2112,13,3527,2112,100,0,0
02-08-2013,1.7,1.7,1.66,1.68,1.669061602,16006,63,26715,12000,74.97,0.04,-0.02
01-08-2013,1.74,1.74,1.69,1.69,1.694383016,11305,33,19155,11302,99.97,0.05,-0.05
31-07-2013,1.74,1.74,1.72,1.72,1.72012133,40221,42,69185,32243,80.16,0.02,-0.02
30-07-2013,1.76,1.8,1.75,1.75,1.755591799,81548,72,143165,60334,73.99,0.05,-0.01
29-07-2013,1.8,1.8,1.76,1.78,1.778964379,42699,76,75960,34699,81.26,0.04,-0.02
26-07-2013,1.81,1.81,1.77,1.79,1.783734127,61503,130,109705,39726,64.59,0.04,-0.02
25-07-2013,1.84,1.84,1.8,1.8,1.80025175,38133,60,68649,31133,81.64,0.04,-0.04
24-07-2013,1.85,1.85,1.79,1.83,1.826334442,91705,222,167484,64918,70.79,0.06,-0.02
23-07-2013,1.82,1.82,1.76,1.82,1.783335265,94907,250,169251,69607,73.34,0.06,0
22-07-2013,1.79,1.79,1.76,1.79,1.780720886,34846,77,62051,26830,77,0.03,0
19-07-2013,1.75,1.76,1.73,1.76,1.758806163,58936,129,103657,47126,79.96,0.03,0.01
18-07-2013,1.68,1.74,1.68,1.73,1.733734103,46078,195,79887,37723,81.87,0.06,0.05
17-07-2013,1.75,1.75,1.69,1.71,1.723500111,58821,186,101378,54591,92.81,0.06,-0.04
16-07-2013,1.74,1.74,1.68,1.72,1.72643764,13390,92,23117,13265,99.07,0.06,-0.02
15-07-2013,1.71,1.71,1.71,1.71,1.709894332,3123,4,5340,3123,100,0,0
12-07-2013,1.68,1.68,1.68,1.68,1.679918179,11244,73,18889,11244,100,0,0
11-07-2013,1.65,1.65,1.65,1.65,1.65,24100,99,39765,23100,95.85,0,0
10-07-2013,1.64,1.65,1.59,1.62,1.595653245,207097,363,330455,177124,85.53,0.06,-0.02
09-07-2013,1.68,1.68,1.62,1.62,1.628338607,110937,175,180643,79677,71.82,0.06,-0.06
08-07-2013,1.65,1.68,1.64,1.65,1.656627971,65812,206,109026,59412,90.28,0.04,0
