Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
21-09-2016,0.6,0.6,0.6,0.6,0.6,1000,1,600,1000,100,0,0
20-09-2016,0.63,0.63,0.63,0.63,0.63,100,1,63,100,100,0,0
16-09-2016,0.65,0.65,0.63,0.63,0.63,75833,8,47814,75833,100,0.02,-0.02
15-09-2016,0.69,0.69,0.66,0.66,0.69,1099,3,755,1099,100,0.03,-0.03
14-09-2016,0.69,0.74,0.69,0.69,0.69,22900,6,15851,22900,100,0.05,0
12-09-2016,0.72,0.72,0.72,0.72,0.72,8500,5,6120,8500,100,0,0
08-09-2016,0.75,0.75,0.75,0.75,0.74,50,1,37,50,100,0,0
02-09-2016,0.74,0.74,0.74,0.74,0.74,1000,1,740,1000,100,0,0
01-09-2016,0.75,0.75,0.74,0.75,0.75,21100,9,15723,21100,100,0.01,0
30-08-2016,0.73,0.73,0.67,0.72,0.7,9980,4,6984,9980,100,0.06,-0.01
29-08-2016,0.7,0.7,0.64,0.7,0.64,10091,4,6463,10091,100,0.06,0
26-08-2016,0.73,0.73,0.67,0.67,0.67,5490,2,3683,5490,100,0.06,-0.06
25-08-2016,0.73,0.76,0.7,0.7,0.7,5300,5,3722,5300,100,0.06,-0.03
23-08-2016,0.73,0.76,0.73,0.73,0.73,1111,4,814,1111,100,0.03,0
22-08-2016,0.78,0.78,0.73,0.73,0.76,175,2,133,175,100,0.05,-0.05
19-08-2016,0.76,0.76,0.72,0.76,0.74,2575,5,1917,2575,100,0.04,0
18-08-2016,0.67,0.73,0.67,0.73,0.73,3356,5,2434,3356,100,0.06,0.06
17-08-2016,0.76,0.76,0.7,0.7,0.76,114084,14,86593,114084,100,0.06,-0.06
12-08-2016,0.73,0.73,0.73,0.73,0.73,100,1,73,100,100,0,0
11-08-2016,0.71,0.71,0.71,0.71,0.7,90,1,63,90,100,0,0
09-08-2016,0.69,0.69,0.69,0.69,0.69,1000,2,690,1000,100,0,0
04-08-2016,0.66,0.66,0.66,0.66,0.65,92,1,60,92,100,0,0
03-08-2016,0.58,0.63,0.58,0.63,0.63,3010,6,1895,3010,100,0.05,0.05
02-08-2016,0.6,0.6,0.6,0.6,0.6,1000,2,600,1000,100,0,0
01-08-2016,0.58,0.58,0.58,0.58,0.58,30791,5,17858,30791,100,0,0
29-07-2016,0.56,0.56,0.56,0.56,0.56,5000,2,2800,5000,100,0,0
26-07-2016,0.5,0.54,0.5,0.54,0.51,290,2,149,290,100,0.04,0.04
25-07-2016,0.52,0.52,0.52,0.52,0.52,682,2,354,682,100,0,0
22-07-2016,0.54,0.54,0.54,0.54,0.54,318,1,171,318,100,0,0
21-07-2016,0.56,0.56,0.56,0.56,0.56,11700,2,6552,11700,100,0,0
19-07-2016,0.57,0.57,0.57,0.57,0.57,2200,4,1254,2200,100,0,0
18-07-2016,0.6,0.6,0.6,0.6,0.6,110,1,66,110,100,0,0
05-07-2016,0.59,0.59,0.58,0.58,0.58,1703,4,992,1703,100,0.01,-0.01
28-06-2016,0.61,0.61,0.61,0.61,0.6,10,1,6,10,100,0,0
20-06-2016,0.59,0.59,0.59,0.59,0.5,10,1,5,10,100,0,0
07-06-2016,0.55,0.57,0.55,0.57,0.56,1500,4,835,1500,100,0.02,0.02
03-06-2016,0.57,0.57,0.57,0.57,0.57,700,2,399,700,100,0,0
26-05-2016,0.63,0.63,0.6,0.6,0.63,1417,4,892,1417,100,0.03,-0.03
25-05-2016,0.6,0.6,0.6,0.6,0,1,1,0,1,100,0,0
24-05-2016,0.58,0.58,0.58,0.58,0,1,1,0,1,100,0,0
20-05-2016,0.53,0.56,0.52,0.56,0.53,10800,11,5721,10800,100,0.04,0.03
19-05-2016,0.58,0.58,0.54,0.54,0.56,22117,6,12396,22117,100,0.04,-0.04
18-05-2016,0.57,0.6,0.56,0.56,0.6,20692,10,12377,20692,100,0.04,-0.01
17-05-2016,0.58,0.58,0.58,0.58,0.58,500,1,290,500,100,0,0
16-05-2016,0.56,0.56,0.56,0.56,0.56,2710,1,1517,2710,100,0,0
13-05-2016,0.56,0.56,0.56,0.56,0.56,5635,3,3155,5635,100,0,0
12-05-2016,0.58,0.58,0.57,0.57,0.57,8000,6,4565,8000,100,0.01,-0.01
10-05-2016,0.57,0.6,0.57,0.6,0.59,24251,6,14203,24251,100,0.03,0.03
09-05-2016,0.64,0.64,0.58,0.58,0.62,8669,7,5364,8669,100,0.06,-0.06
06-05-2016,0.61,0.61,0.61,0.61,0.61,28000,3,17080,28000,100,0,0
05-05-2016,0.64,0.64,0.58,0.64,0.63,7195,11,4562,7195,100,0.06,0
04-05-2016,0.61,0.62,0.61,0.61,0.61,19416,17,11848,19416,100,0.01,0
03-05-2016,0.64,0.64,0.64,0.64,0.64,9509,7,6085,9509,100,0,0
29-04-2016,0.67,0.67,0.67,0.67,0.67,17092,6,11451,17092,100,0,0
28-04-2016,0.7,0.7,0.7,0.7,0.7,90,1,63,90,100,0,0
27-04-2016,0.73,0.73,0.73,0.73,0.73,4000,2,2920,4000,100,0,0
26-04-2016,0.73,0.73,0.73,0.73,0.73,4557,4,3326,4557,100,0,0
25-04-2016,0.76,0.76,0.76,0.76,0.76,1000,1,760,1000,100,0,0
21-04-2016,0.76,0.79,0.76,0.79,0.76,5500,2,4195,5500,100,0.03,0.03
20-04-2016,0.76,0.76,0.76,0.76,0.76,100,1,76,100,100,0,0
18-04-2016,0.73,0.73,0.73,0.73,0.73,2800,6,2044,2800,100,0,0
13-04-2016,0.7,0.7,0.7,0.7,0.7,17900,1,12530,17900,100,0,0
12-04-2016,0.67,0.67,0.67,0.67,0.67,100,1,67,100,100,0,0
11-04-2016,0.69,0.69,0.69,0.69,0.69,1500,1,1035,1500,100,0,0
08-04-2016,0.72,0.72,0.66,0.66,0.69,35500,31,24595,35500,100,0.06,-0.06
07-04-2016,0.65,0.7,0.64,0.69,0.66,34745,6,22774,34745,100,0.06,0.04
06-04-2016,0.62,0.67,0.62,0.67,0.63,390,2,246,390,100,0.05,0.05
05-04-2016,0.64,0.67,0.64,0.64,0.64,47880,34,30778,47880,100,0.03,0
04-04-2016,0.67,0.67,0.67,0.67,0.67,390,1,261,390,100,0,0
31-03-2016,0.76,0.76,0.7,0.7,0.74,2111,5,1559,2111,100,0.06,-0.06
30-03-2016,0.73,0.79,0.73,0.73,0.73,11412,10,8334,11412,100,0.06,0
29-03-2016,0.76,0.76,0.76,0.76,0.76,1300,1,988,1300,100,0,0
28-03-2016,0.8,0.8,0.79,0.79,0.79,2290,10,1810,2290,100,0.01,-0.01
23-03-2016,0.83,0.83,0.83,0.83,0.83,1500,2,1245,1500,100,0,0
22-03-2016,0.83,0.83,0.83,0.83,0.83,691,2,573,691,100,0,0
21-03-2016,0.85,0.85,0.8,0.84,0.82,301,4,246,301,100,0.05,-0.01
18-03-2016,0.84,0.84,0.81,0.81,0.81,1069,4,866,1069,100,0.03,-0.03
17-03-2016,0.74,0.8,0.74,0.8,0.74,10010,2,7408,10010,100,0.06,0.06
16-03-2016,0.77,0.77,0.71,0.77,0.71,3002,4,2131,3002,100,0.06,0
15-03-2016,0.74,0.74,0.74,0.74,0.74,49680,15,36763,49680,100,0,0
14-03-2016,0.72,0.77,0.71,0.77,0.71,26301,13,18738,26301,100,0.06,0.05
11-03-2016,0.74,0.74,0.74,0.74,0.74,7400,4,5476,7400,100,0,0
10-03-2016,0.77,0.77,0.77,0.77,0.77,1807,4,1391,1807,100,0,0
09-03-2016,0.84,0.84,0.76,0.81,0.76,39761,20,30230,39761,100,0.08,-0.03
08-03-2016,0.86,0.88,0.8,0.8,0.8,1502,6,1201,1502,100,0.08,-0.06
04-03-2016,0.84,0.84,0.84,0.84,0.84,961,6,807,961,100,0,0
03-03-2016,0.88,0.88,0.88,0.88,0.86,59,1,51,59,100,0,0
02-03-2016,0.87,0.87,0.86,0.86,0.86,1059,2,911,1059,100,0.01,-0.01
01-03-2016,0.86,0.86,0.78,0.85,0.83,12302,7,10240,12302,100,0.08,-0.01
29-02-2016,0.87,0.87,0.82,0.82,0.83,534,6,444,534,100,0.05,-0.05
26-02-2016,0.87,0.87,0.86,0.86,0.86,126,5,108,126,100,0.01,-0.01
25-02-2016,0.81,0.85,0.77,0.83,0.78,1332,11,1034,1332,100,0.08,0.02
24-02-2016,0.84,0.84,0.81,0.81,0.82,10001,3,8250,10001,100,0.03,-0.03
23-02-2016,0.8,0.81,0.75,0.8,0.79,28,5,22,28,100,0.06,0
22-02-2016,0.78,0.8,0.74,0.78,0.77,33303,14,25510,33303,100,0.06,0
19-02-2016,0.78,0.78,0.72,0.77,0.74,2659,14,1976,2659,100,0.06,-0.01
18-02-2016,0.72,0.75,0.72,0.75,0.71,101,2,72,101,100,0.03,0.03
17-02-2016,0.72,0.72,0.72,0.72,0.72,19960,10,14371,19960,100,0,0
15-02-2016,0.76,0.76,0.7,0.75,0.7,795,7,556,795,100,0.06,-0.01
12-02-2016,0.79,0.79,0.73,0.73,0.75,17551,6,13169,17551,100,0.06,-0.06
11-02-2016,0.76,0.82,0.76,0.76,0.76,15673,14,11912,15673,100,0.06,0
10-02-2016,0.87,0.87,0.79,0.79,0.79,54016,9,42913,54016,100,0.08,-0.08
09-02-2016,0.89,0.89,0.82,0.83,0.83,1352,7,1119,1352,100,0.07,-0.06
05-02-2016,0.79,0.87,0.79,0.86,0.79,16852,7,13383,16852,100,0.08,0.07
04-02-2016,0.87,0.87,0.83,0.83,0.83,11001,2,9130,11001,100,0.04,-0.04
03-02-2016,0.87,0.87,0.87,0.87,0.87,200,1,174,200,100,0,0
02-02-2016,0.91,0.91,0.91,0.91,0,1,1,0,1,100,0,0
01-02-2016,0.91,0.91,0.91,0.91,0,1,1,0,1,100,0,0
29-01-2016,0.91,0.91,0.87,0.91,0.9,1731,21,1563,1731,100,0.04,0
28-01-2016,0.91,0.91,0.91,0.91,0.91,9414,3,8566,9414,100,0,0
27-01-2016,0.91,0.91,0.83,0.91,0.84,17500,15,14659,17500,100,0.08,0
25-01-2016,0.91,0.91,0.87,0.87,0.89,11250,8,10002,11250,100,0.04,-0.04
22-01-2016,0.95,0.99,0.91,0.91,0.95,21521,9,20384,21521,100,0.08,-0.04
21-01-2016,0.95,0.95,0.95,0.95,0.95,11010,3,10459,11010,100,0,0
20-01-2016,1,1,1,1,1,15,3,15,15,100,0,0
19-01-2016,1,1,0.95,1,0.97,4798,109,4668,4798,100,0.05,0
18-01-2016,1.05,1.05,1,1,1.05,5215,7,5465,5215,100,0.05,-0.05
15-01-2016,1.1,1.1,1.05,1.05,1.05,4040,19,4242,4040,100,0.05,-0.05
14-01-2016,1.02,1.05,0.95,1.05,1.04,3309,31,3443,3309,100,0.1,0.03
13-01-2016,1,1,0.94,1,0.97,2158,11,2098,2158,100,0.06,0
12-01-2016,0.98,0.99,0.91,0.98,0.98,62285,24,61068,62285,100,0.08,0
11-01-2016,0.95,0.95,0.91,0.95,0.95,9407,7,8920,9407,100,0.04,0
08-01-2016,0.89,0.93,0.85,0.93,0.88,20404,117,17929,20404,100,0.08,0.04
07-01-2016,0.89,0.89,0.81,0.89,0.81,41582,92,33704,41582,100,0.08,0
06-01-2016,0.88,0.89,0.84,0.85,0.87,64152,28,55890,64152,100,0.05,-0.03
05-01-2016,0.84,0.88,0.84,0.88,0.87,98904,30,85726,98904,100,0.04,0.04
04-01-2016,0.87,0.87,0.84,0.84,0.86,31835,13,27358,31835,100,0.03,-0.03
01-01-2016,0.95,0.95,0.87,0.87,0.9,8224,18,7420,8224,100,0.08,-0.08
31-12-2015,0.87,0.91,0.87,0.91,0.88,23071,27,20277,23071,100,0.04,0.04
30-12-2015,0.87,0.91,0.87,0.91,0.88,42,4,37,42,100,0.04,0.04
29-12-2015,0.91,0.91,0.87,0.91,0.9,19701,15,17750,19701,100,0.04,0
28-12-2015,0.91,0.91,0.91,0.91,0.91,3720,9,3385,3720,100,0,0
24-12-2015,1,1,0.95,0.95,0.95,35413,18,33652,35413,100,0.05,-0.05
23-12-2015,0.99,0.99,0.99,0.99,0.99,37050,18,36679,37050,100,0,0
22-12-2015,1.04,1.14,1.04,1.04,1.11,55300,13,61612,55300,100,0.1,0
21-12-2015,1.15,1.15,1.09,1.09,1.09,48661,38,53040,48661,100,0.06,-0.06
18-12-2015,1.26,1.26,1.14,1.14,1.22,58766,207,71805,58766,100,0.12,-0.12
17-12-2015,1.2,1.2,1.2,1.2,1.2,4726,167,5671,4726,100,0,0
16-12-2015,1.26,1.26,1.26,1.26,1.26,30000,6,37800,30000,100,0,0
15-12-2015,1.32,1.32,1.32,1.32,1.32,41000,9,54120,41000,100,0,0
14-12-2015,1.32,1.32,1.32,1.32,1.32,20000,2,26400,20000,100,0,0
11-12-2015,1.38,1.38,1.38,1.38,1.38,40000,32,55200,40000,100,0,0
10-12-2015,1.39,1.39,1.27,1.38,1.39,43200,101,59908,43200,100,0.12,-0.01
09-12-2015,1.33,1.33,1.32,1.33,1.32,21247,46,28058,21247,100,0.01,0
08-12-2015,1.23,1.27,1.15,1.27,1.26,66455,144,83776,66455,100,0.12,0.04
07-12-2015,1.21,1.21,1.21,1.21,1.21,2164,157,2618,2164,100,0,0
04-12-2015,1.28,1.28,1.21,1.22,1.21,6300,142,7626,6300,100,0.07,-0.06
03-12-2015,1.22,1.22,1.22,1.22,1.22,35004,10,42704,35004,100,0,0
02-12-2015,1.17,1.17,1.17,1.17,1.17,8659,69,10131,8659,100,0,0
01-12-2015,1.12,1.12,1.02,1.12,1.12,30500,111,34110,30500,100,0.1,0
30-11-2015,1.16,1.17,1.07,1.07,1.14,2553,29,2917,2553,100,0.1,-0.09
27-11-2015,1.13,1.13,1.03,1.12,1.07,38526,74,41144,38526,100,0.1,-0.01
26-11-2015,1.18,1.18,1.08,1.08,1.15,2886,186,3332,2886,100,0.1,-0.1
24-11-2015,1.23,1.23,1.13,1.13,1.23,25130,68,30859,25130,100,0.1,-0.1
23-11-2015,1.3,1.3,1.18,1.18,1.24,2115,62,2628,2115,100,0.12,-0.12
20-11-2015,1.24,1.24,1.24,1.24,1.24,22174,124,27495,22174,100,0,0
17-11-2015,1.34,1.34,1.29,1.3,1.29,50092,76,64621,50092,100,0.05,-0.04
16-11-2015,1.29,1.29,1.29,1.29,1.29,322,56,415,322,100,0,0
13-11-2015,1.36,1.36,1.34,1.35,1.34,30157,91,40412,30157,100,0.02,-0.01
10-11-2015,1.3,1.36,1.3,1.36,1.31,646,75,845,646,100,0.06,0.06
09-11-2015,1.32,1.32,1.3,1.3,1.3,20104,57,26136,20104,100,0.02,-0.02
06-11-2015,1.32,1.32,1.32,1.32,1.32,502,2,662,502,100,0,0
05-11-2015,1.3,1.3,1.18,1.27,1.28,17542,29,22370,17542,100,0.12,-0.03
04-11-2015,1.24,1.24,1.24,1.24,1.24,17177,137,21299,17177,100,0,0
03-11-2015,1.28,1.3,1.28,1.3,1.28,50002,11,64002,50002,100,0.02,0.02
30-10-2015,1.34,1.34,1.3,1.34,1.34,70000,30,93779,70000,100,0.04,0
29-10-2015,1.32,1.32,1.31,1.31,1.32,1039,21,1371,1039,100,0.01,-0.01
28-10-2015,1.25,1.26,1.25,1.26,1.25,50046,40,62557,50046,100,0.01,0.01
27-10-2015,1.28,1.3,1.18,1.2,1.2,6185,129,7410,6185,100,0.12,-0.08
26-10-2015,1.19,1.24,1.19,1.24,1.23,58314,152,71664,58314,100,0.05,0.05
23-10-2015,1.1,1.19,1.1,1.19,1.11,3254,120,3602,3254,100,0.09,0.09
19-10-2015,1.26,1.26,1.14,1.14,1.19,1755,59,2089,1755,100,0.12,-0.12
16-10-2015,1.2,1.2,1.14,1.2,1.2,2113,4,2529,2113,100,0.06,0
15-10-2015,1.2,1.2,1.2,1.2,1.2,320,32,384,320,100,0,0
14-10-2015,1.25,1.25,1.25,1.25,1.25,101,1,126,101,100,0,0
13-10-2015,1.27,1.27,1.27,1.27,1.27,1000,1,1270,1000,100,0,0
12-10-2015,1.26,1.27,1.26,1.27,1.26,6082,42,7664,6082,100,0.01,0.01
09-10-2015,1.27,1.27,1.27,1.27,1.27,316,60,401,316,100,0,0
08-10-2015,1.25,1.25,1.25,1.25,1.25,10000,2,12500,10000,100,0,0
07-10-2015,1.27,1.27,1.27,1.27,1.27,1100,2,1397,1100,100,0,0
06-10-2015,1.26,1.26,1.26,1.26,1.26,6000,1,7560,6000,100,0,0
05-10-2015,1.27,1.27,1.26,1.26,1.26,177,2,223,177,100,0.01,-0.01
01-10-2015,1.27,1.27,1.26,1.27,1.26,10068,40,12686,10068,100,0.01,0
30-09-2015,1.27,1.27,1.27,1.27,1.27,254,28,322,254,100,0,0
29-09-2015,1.27,1.27,1.26,1.27,1.26,7352,119,9277,7352,100,0.01,0
28-09-2015,1.27,1.27,1.27,1.27,1.27,698,238,886,698,100,0,0
24-09-2015,1.24,1.3,1.24,1.3,1.24,21510,7,26673,21510,100,0.06,0.06
23-09-2015,1.25,1.3,1.25,1.3,1.29,1147,82,1483,1147,100,0.05,0.05
22-09-2015,1.24,1.24,1.24,1.24,1.24,42017,11,52101,42017,100,0,0
21-09-2015,1.25,1.25,1.19,1.19,1.19,650,170,774,650,100,0.06,-0.06
18-09-2015,1.27,1.27,1.21,1.25,1.23,61109,28,75348,61109,100,0.06,-0.02
15-09-2015,1.26,1.27,1.26,1.27,1.26,34622,145,43626,34622,100,0.01,0.01
14-09-2015,1.26,1.26,1.26,1.26,1.26,552,114,695,552,100,0,0
11-09-2015,1.25,1.25,1.24,1.24,1.24,30400,60,37700,30400,100,0.01,-0.01
10-09-2015,1.27,1.27,1.26,1.26,1.26,173,38,218,173,100,0.01,-0.01
09-09-2015,1.21,1.28,1.21,1.28,1.268470991,51432,97,65240,51432,100,0.07,0.07
07-09-2015,1.27,1.27,1.27,1.27,1.27,40500,18,51435,40500,100,0,0
03-09-2015,1.29,1.29,1.29,1.29,1.29,32000,12,41280,32000,100,0,0
02-09-2015,1.3,1.3,1.3,1.3,1.3,2500,1,3250,2500,100,0,0
01-09-2015,1.2,1.26,1.2,1.26,1.258774194,31000,13,39022,31000,100,0.06,0.06
28-08-2015,1.2,1.27,1.2,1.2,1.199969782,26474,5,31768,26474,100,0.07,0
24-08-2015,1.26,1.26,1.26,1.26,1.26,68200,23,85932,68200,100,0,0
21-08-2015,1.27,1.27,1.27,1.27,1.269622528,1669,77,2119,1669,100,0,0
20-08-2015,1.33,1.33,1.32,1.33,1.321106421,45010,6,59463,45010,100,0.01,0
19-08-2015,1.33,1.33,1.33,1.33,1.329971055,22802,129,30326,22802,100,0,0
18-08-2015,1.21,1.27,1.21,1.27,1.259369085,47550,57,59883,47550,100,0.06,0.06
17-08-2015,1.27,1.27,1.25,1.27,1.269924551,46124,104,58574,46124,100,0.02,0
14-08-2015,1.28,1.28,1.21,1.21,1.247077493,56715,72,70728,56715,100,0.07,-0.07
13-08-2015,1.28,1.28,1.27,1.27,1.273103448,1450,2,1846,1450,100,0.01,-0.01
12-08-2015,1.27,1.28,1.26,1.28,1.265626756,53402,32,67587,53402,100,0.02,0.01
11-08-2015,1.24,1.29,1.24,1.28,1.272779923,5180,98,6593,5180,100,0.05,0.04
10-08-2015,1.24,1.24,1.21,1.23,1.217510738,40044,33,48754,40044,100,0.03,-0.01
07-08-2015,1.14,1.23,1.14,1.19,1.160779537,821,102,953,821,100,0.09,0.05
06-08-2015,1.22,1.23,1.18,1.19,1.219800159,40232,33,49075,40232,100,0.05,-0.03
05-08-2015,1.2,1.3,1.2,1.24,1.207729469,1242,66,1500,1242,100,0.1,0.04
04-08-2015,1.33,1.33,1.22,1.26,1.296508907,32053,143,41557,32053,100,0.11,-0.07
03-08-2015,1.29,1.3,1.28,1.28,1.288686606,769,139,991,769,100,0.02,-0.01
31-07-2015,1.36,1.36,1.34,1.34,1.359358974,31200,12,42412,31200,100,0.02,-0.02
30-07-2015,1.3,1.3,1.3,1.3,1.3,200,1,260,200,100,0,0
29-07-2015,1.2,1.25,1.14,1.25,1.239673453,30746,38,38115,30746,100,0.11,0.05
28-07-2015,1.13,1.2,1.1,1.2,1.190410959,730,69,869,730,100,0.1,0.07
27-07-2015,1.21,1.21,1.15,1.15,1.149819495,1662,149,1911,1662,100,0.06,-0.06
24-07-2015,1.12,1.21,1.12,1.21,1.120792079,1010,2,1132,1010,100,0.09,0.09
23-07-2015,1.07,1.17,1.07,1.17,1.082010582,756,79,818,756,100,0.1,0.1
22-07-2015,1.07,1.12,1.07,1.12,1.072880516,2017,182,2164,2017,100,0.05,0.05
21-07-2015,1.02,1.12,1.02,1.12,1.034047034,2849,153,2946,2849,100,0.1,0.1
20-07-2015,1.17,1.17,1.07,1.07,1.109833972,3915,149,4345,3915,100,0.1,-0.1
16-07-2015,1.12,1.12,1.12,1.12,1.12,2000,2,2240,2000,100,0,0
15-07-2015,1.17,1.17,1.17,1.17,1.169902913,5356,4,6266,5356,100,0,0
14-07-2015,1.17,1.17,1.17,1.17,1.168789809,314,2,367,314,100,0,0
13-07-2015,1.23,1.23,1.23,1.23,1.23,200,1,246,200,100,0,0
10-07-2015,1.29,1.29,1.29,1.29,1,1,1,1,1,100,0,0
07-07-2015,1.29,1.29,1.29,1.29,1.2875,160,31,206,160,100,0,0
06-07-2015,1.29,1.29,1.28,1.29,1.281914894,188,90,241,188,100,0.01,0
03-07-2015,1.25,1.25,1.25,1.25,1,1,1,1,1,100,0,0
02-07-2015,1.23,1.23,1.23,1.23,1.229508197,610,8,750,610,100,0,0
01-07-2015,1.27,1.29,1.27,1.29,1.28,200,2,256,200,100,0.02,0.02
30-06-2015,1.32,1.33,1.28,1.33,1.313888889,12600,8,16555,12600,100,0.05,0.01
29-06-2015,1.28,1.34,1.28,1.34,1.280482222,13106,3,16782,13106,100,0.06,0.06
26-06-2015,1.34,1.34,1.34,1.34,1.34,250,26,335,250,100,0,0
25-06-2015,1.31,1.37,1.31,1.31,1.310169492,1180,79,1546,1180,100,0.06,0
24-06-2015,1.27,1.37,1.27,1.37,1.273333333,1500,234,1910,1500,100,0.1,0.1
23-06-2015,1.33,1.33,1.33,1.33,1.33,3200,179,4256,3200,100,0,0
22-06-2015,1.3,1.4,1.3,1.4,1.325,400,198,530,400,100,0.1,0.1
19-06-2015,1.4,1.4,1.29,1.36,1.344834123,42200,108,56752,42200,100,0.11,-0.04
18-06-2015,1.26,1.35,1.26,1.35,1.280047365,1689,214,2162,1689,100,0.09,0.09
17-06-2015,1.22,1.32,1.22,1.32,1.314134768,30853,218,40545,30853,100,0.1,0.1
16-06-2015,1.21,1.3,1.21,1.28,1.257272727,1100,130,1383,1100,100,0.09,0.07
15-06-2015,1.28,1.28,1.16,1.26,1.257149453,34653,184,43564,34653,100,0.12,-0.02
12-06-2015,1.26,1.29,1.19,1.22,1.268025078,638,136,809,638,100,0.1,-0.04
11-06-2015,1.26,1.26,1.16,1.25,1.249904694,39347,107,49180,39347,100,0.1,-0.01
10-06-2015,1.2,1.21,1.12,1.21,1.204545455,484,208,583,484,100,0.09,0.01
09-06-2015,1.28,1.29,1.17,1.17,1.248800747,31061,236,38789,31061,100,0.12,-0.11
08-06-2015,1.23,1.23,1.13,1.23,1.139689701,18176,176,20715,18176,100,0.1,0
05-06-2015,1.2,1.21,1.18,1.18,1.206941554,28351,51,34218,28351,100,0.03,-0.02
04-06-2015,1.12,1.16,1.11,1.16,1.117010037,3786,123,4229,3786,100,0.05,0.04
03-06-2015,1.11,1.11,1.1,1.11,1.109892802,32650,125,36238,32650,100,0.01,0
02-06-2015,1.06,1.06,0.97,1.06,1.020526316,1900,5,1939,1900,100,0.09,0
01-06-2015,1,1.04,0.99,1.02,1.010913039,17502,10,17693,17502,100,0.05,0.02
29-05-2015,1.06,1.06,1.04,1.04,1.056067588,1302,5,1375,1302,100,0.02,-0.02
28-05-2015,1.09,1.09,1.09,1.09,1.09,200,1,218,200,100,0,0
27-05-2015,1.14,1.26,1.14,1.14,1.140701754,17100,12,19506,17100,100,0.12,0
26-05-2015,1.2,1.2,1.2,1.2,1.2,14000,7,16800,14000,100,0,0
25-05-2015,1.26,1.26,1.26,1.26,1.26,1000,2,1260,1000,100,0,0
22-05-2015,1.32,1.32,1.32,1.32,1,1,1,1,1,100,0,0
20-05-2015,1.26,1.26,1.26,1.26,1.26,500,1,630,500,100,0,0
11-05-2015,1.32,1.32,1.32,1.32,1,1,1,1,1,100,0,0
08-05-2015,1.27,1.33,1.21,1.33,1.290839582,6801,24,8779,6801,100,0.12,0.06
07-05-2015,1.27,1.27,1.27,1.27,1.27,500,2,635,500,100,0,0
06-05-2015,1.21,1.33,1.21,1.33,1.211714993,6863,20,8316,6863,100,0.12,0.12
05-05-2015,1.32,1.38,1.26,1.27,1.266078431,5100,34,6457,5100,100,0.12,-0.05
04-05-2015,1.32,1.32,1.2,1.32,1.301994302,702,9,914,702,100,0.12,0
30-04-2015,1.38,1.38,1.26,1.26,1.260700854,16751,31,21118,16751,100,0.12,-0.12
29-04-2015,1.32,1.32,1.32,1.32,1,1,2,1,1,100,0,0
28-04-2015,1.3,1.39,1.3,1.38,1.314272727,11000,14,14457,11000,100,0.09,0.08
27-04-2015,1.33,1.33,1.32,1.33,1.32005069,7102,8,9375,7102,100,0.01,0
24-04-2015,1.27,1.27,1.26,1.27,1.267123288,3650,23,4625,3650,100,0.01,0
23-04-2015,1.21,1.21,1.11,1.21,1.208946381,10127,27,12243,10127,100,0.1,0
22-04-2015,1.15,1.16,1.11,1.16,1.144768531,3737,19,4278,3737,100,0.05,0.01
21-04-2015,1.06,1.11,1.01,1.11,1.06472973,37000,44,39395,37000,100,0.1,0.05
20-04-2015,1.06,1.06,1.06,1.06,1.06,1500,4,1590,1500,100,0,0
17-04-2015,1.11,1.11,1.11,1.11,1.109964413,2810,9,3119,2810,100,0,0
16-04-2015,1.07,1.17,1.07,1.16,1.1471434,18431,40,21143,18431,100,0.1,0.09
15-04-2015,1.12,1.12,1.07,1.12,1.116153846,1300,11,1451,1300,100,0.05,0
13-04-2015,1.07,1.17,1.07,1.07,1.088097166,12350,28,13438,12350,100,0.1,0
10-04-2015,1.13,1.13,1.03,1.12,1.076400281,12801,29,13779,12801,100,0.1,-0.01
09-04-2015,1.1,1.1,1,1.08,1.053233963,15028,34,15828,15028,100,0.1,-0.02
08-04-2015,1.05,1.05,1,1.05,1.04300219,20092,25,20956,20092,100,0.05,0
07-04-2015,1,1,1,1,1,50000,40,50000,50000,100,0,0
06-04-2015,1.05,1.05,1.05,1.05,1.05,14200,24,14910,14200,100,0,0
01-04-2015,1.1,1.2,1.1,1.1,1.153049959,7246,15,8355,7246,100,0.1,0
31-03-2015,1.27,1.27,1.15,1.15,1.171818182,1100,21,1289,1100,100,0.12,-0.12
30-03-2015,1.21,1.21,1.21,1.21,1.21,100,2,121,100,100,0,0
27-03-2015,1.27,1.39,1.27,1.27,1.270058708,5110,8,6490,5110,100,0.12,0
26-03-2015,1.47,1.47,1.33,1.33,1.429173496,4271,486,6104,4271,100,0.14,-0.14
24-03-2015,1.29,1.4,1.28,1.4,1.29107413,3305,85,4267,3305,100,0.12,0.11
23-03-2015,1.23,1.34,1.22,1.34,1.22703533,19530,479,23964,19530,100,0.12,0.11
20-03-2015,1.4,1.4,1.28,1.28,1.374186551,922,269,1267,922,100,0.12,-0.12
19-03-2015,1.34,1.34,1.34,1.34,1.339726027,730,456,978,730,100,0,0
18-03-2015,1.41,1.41,1.41,1.41,1.40952381,1050,5,1480,1050,100,0,0
17-03-2015,1.48,1.62,1.48,1.48,1.484210526,2565,281,3807,2565,100,0.14,0
16-03-2015,1.55,1.55,1.55,1.55,1.54,50,2,77,50,100,0,0
